Customer_ID,Customer_Acc,Age,Stated_Occupation,Location_State,Account_Tenure_Months,Account_Type,Avg_Balance
CUST_EZ8c2,CACC_Z0zmyCX,18,"LIBRARIANS, ARCHIVISTS AND CURATORS",Pahang,130,SA,632.7
CUST_upDmU,CACC_9UulUMQ,57,EDITOR/WRITER,WP Putrajaya,79,CA,7623.94
CUST_NfYIK,CACC_kQOX30T,79,REAL ESTATE ACTIVITIES,Pahang,5,CA,2263.46
CUST_zGQ7M,CACC_d20SPkU,76,OTHER AGRICULTURE,Perak,101,CA,1929.32
CUST_r52ot,CACC_3NvGvNk,10,PENSIONER,Terengganu,213,CA,3027.1
CUST_zutQ2,CACC_lL2ReJY,68,ECONOMISTS,Perak,150,CA,3273.91
CUST_OjCVD,CACC_eQQcJvb,91,PHYSICAL & ENGINEERING SCIEN TECHNICIANS,Kedah,100,CA,17856.61
CUST_Xv6cL,CACC_YRHxtSe,53,PHARMACISTS,Sarawak,169,CA,1127.23
CUST_N7Zcv,CACC_vj5k2cN,19,POLICE OFFICERS,WP Labuan,101,SA,189.9
CUST_hxwrV,CACC_ZdylKQT,64,ARCHITECT,Melaka,175,SA,934.24
CUST_MIJwO,CACC_MZobkWa,62,CARTOGRAPHERS AND SURVEYORS,Sarawak,204,CA,2848.48
CUST_HFpaZ,CACC_tp42uo3,24,SCHEDULED AIR TRANSPORT,Perak,63,SA,1913.18
CUST_3HKnp,CACC_s3vyHWr,83,(BLANK),Selangor,54,SA,3782.07
CUST_gFjQc,CACC_V00JUZ0,34,"LIBRARIANS, ARCHIVISTS AND CURATORS",Kedah,231,CA,12713.02
CUST_Qslg5,CACC_ZhdKTlH,75,IT SPECIALIST,Terengganu,197,CA,2859.76
CUST_wuOQa,CACC_Fi4xtMx,21,OTHER SERVICE ACTIVITIES,WP Labuan,184,CA,659.94
CUST_g9blX,CACC_egL61GK,68,"MANUFACTURE OF WEARING APPAREL, DRE",Sabah,16,SA,354.78
CUST_BMtVM,CACC_2lRsIeL,69,HOUSEHOLD,Negeri Sembilan,65,SA,511.47
CUST_1MJkn,CACC_zyxCDLW,76,SHIPS DECK OFFICERS AND PILOTS,Sabah,205,CA,364.89
CUST_nIGzZ,CACC_t7jGoxR,47,TRANSPORT VIA RAILWAYS (MRS),Sarawak,47,CA,334.58
CUST_nAcSb,CACC_16qXlI9,88,ENGINEER,Kedah,205,CA,1637.74
CUST_GAK4d,CACC_K7ZrhGs,95,ACTORS,Sarawak,163,SA,2845.3
CUST_8i4YT,CACC_GcmZHbk,20,DOCTOR,Pulau Pinang,145,CA,4518.99
CUST_zYZGb,CACC_YDjRWFn,22,RENTING OF MACHINERY&EQUIPMENT W/O,Perak,180,CA,1911.94
CUST_o6QHl,CACC_JNuqBko,39,FIRE FIGHTER,Sabah,153,CA,3992.82
CUST_RhGZ9,CACC_n1UttLN,48,"EDUCATION, HEALTH AND OTHERS",Sabah,235,CA,5839.38
CUST_n7K70,CACC_JNMFWbb,84,SALES WORKERS NOT ELSEWHERE CLASSIF,Melaka,167,SA,917.57
CUST_dnLwQ,CACC_CZOgc5Z,18,HOTELS AND RESTAURANTS,WP KL,67,CA,558.11
CUST_LtKQF,CACC_X1bHuWK,11,ENGINEER,Melaka,129,CA,664.83
CUST_oREHF,CACC_QshWOKJ,33,CHILDREN BELOW AGE,Selangor,228,SA,195.12
CUST_QtIx5,CACC_lhX27rF,89,DENTIST,Pulau Pinang,65,SA,7459.02
CUST_lu8W0,CACC_d0Pzrc4,45,AIRCRAFT PILOTS & RELATED PROFESSIONALS,Perlis,38,CA,2582.55
CUST_xd0Hv,CACC_39tdDMo,89,MANUFACTURE OF OTHER NON-METALLIC,Terengganu,208,CA,182.15
CUST_UFnLR,CACC_F0M2OE8,35,"RECREATIONAL, CULTURAL AND SPORTING",Kelantan,49,CA,3753.41
CUST_uAnwG,CACC_a6huuZs,95,"SALES, MARKETING & PUBLIC RELATIONS",Kedah,189,CA,662.44
CUST_nJNuB,CACC_eudKnGj,47,"MINING,MANUFACTURING & CONSTRUCTION PROF",WP Labuan,213,SA,1183.96
CUST_exGQc,CACC_zXZ68Cj,72,BANKER,WP Putrajaya,220,CA,1597.34
CUST_6aBWO,CACC_5mTAWTb,27,DOCTOR,Perlis,175,SA,1306.18
CUST_sLIh9,CACC_Yt9FEo0,70,OPTOMETRISTS AND OPHTHALMIC OPTICIANS,Kedah,132,SA,2366.08
CUST_qCH9V,CACC_LLKkf6d,12,RELIGIOUS PROFESSIONALS,Perlis,82,SA,2148.2
CUST_6asht,CACC_cQlYEth,64,HOTELS AND RESTAURANTS,WP Labuan,47,CA,1167.19
CUST_h1cZk,CACC_Vi7Zdwp,42,ELEMENTARY OCCUPATIONS,Perlis,98,CA,5085.61
CUST_BeTxn,CACC_rQCXeaH,28,CONSULTANT,WP Labuan,237,SA,378.22
CUST_mlXUE,CACC_CUWg82M,56,POLICE OFFICERS,WP Putrajaya,100,CA,11186.68
CUST_vAFmU,CACC_NzPBB4g,11,TECHNICIAN,Pahang,239,SA,1384.07
CUST_zbsCV,CACC_cEQpqBQ,49,HOUSEHOLD,Kedah,13,SA,478.12
CUST_Wirgi,CACC_sLOtP2Z,17,"LIBRARIANS, ARCHIVISTS AND CURATORS",Perak,32,CA,1165.19
CUST_2cPhH,CACC_Yl7RzZ3,15,"FORESTRY, LOGGING AND RELATED SERVI",Perak,191,CA,582.65
CUST_HKRXj,CACC_vHv9WM8,91,SERVICE MANAGER,WP KL,206,CA,5405.56
CUST_8LjrD,CACC_55XbWK2,90,DENTISTS,Perak,164,CA,1828.84
CUST_ujK4a,CACC_fp3ZKGm,47,RELIGIOUS PROFESSIONALS,WP KL,81,SA,1130.34
CUST_NrEMQ,CACC_LqYRQth,88,BUILDING ARCHITECTS,Sabah,221,SA,2705.05
CUST_uj16H,CACC_vAUysmp,24,FIRE FIGHTER,Kelantan,80,CA,511.46
CUST_f12A8,CACC_MWReAUS,74,STEWARD/STEWARDESS,Kedah,101,SA,14929.82
CUST_5iuQx,CACC_CfiKk6r,22,ELEMENTARY OCCUPATIONS,Sabah,126,CA,7909.45
CUST_ScMaP,CACC_IXBvCHS,67,SALES WORKERS NOT ELSEWHERE CLASSIF,Kedah,84,CA,6400.15
CUST_aQ3Wk,CACC_Ld2BSWd,47,OPTOMETRISTS AND OPHTHALMIC OPTICIANS,Melaka,64,CA,3444.81
CUST_mFugQ,CACC_XDpx9RQ,38,EDUCATION,Perak,34,CA,6978.9
CUST_V0817,CACC_2oLy8ep,44,IT SPECIALIST,Kedah,175,SA,217.91
CUST_uXZJk,CACC_5k3AtAa,52,FINANCIAL INTERMEDIATION,Selangor,186,SA,2716.9
CUST_DuYk4,CACC_RlmfQuy,95,ACCOUNTANT,Kelantan,216,SA,1692.18
CUST_Hwrza,CACC_dHai1NC,36,RELIGIOUS TEACHERS,Perak,171,CA,1509.99
CUST_VY8Ys,CACC_BGWhYQk,33,LAWYER/SOLICITOR,Kelantan,45,SA,5951.88
CUST_kSCwU,CACC_cmEm9L6,40,PENSIONER,Perak,52,CA,9508.59
CUST_KqWtN,CACC_CUu82A4,45,SELF-EMPLOYED,Negeri Sembilan,213,SA,127.65
CUST_KxUHX,CACC_vSJSxKc,69,TEACHER/LECTURER,Selangor,189,SA,14504.51
CUST_Lg3NJ,CACC_kZolDs9,22,HOSPITALITY & REL SERVICES PROFESSI,Pulau Pinang,155,SA,1165.32
CUST_jIqpo,CACC_LxNKUKU,29,UNIVERSITY AND HIGHER EDUCATION TEACHER,WP Putrajaya,164,CA,946.19
CUST_XTuOF,CACC_dN4WpYL,38,"RETAIL TRADE,EXCEPT OF MOTOR",Kelantan,228,CA,6712.41
CUST_sqkEp,CACC_Etw1YoL,57,"RECREATIONAL, CULTURAL AND SPORTING",Melaka,201,CA,5071.98
CUST_5FNtM,CACC_96F0b0r,38,STUDENT,Pahang,108,SA,1098.27
CUST_xySMo,CACC_ulmrZOw,25,SELF-EMPLOYED,Kedah,98,CA,2835.06
CUST_hLaoR,CACC_iRzbxUW,78,MANAGERS,Sabah,24,SA,378.56
CUST_uieXU,CACC_TrMQYdQ,49,DENTIST,Pahang,45,SA,6652.73
CUST_Qr7gh,CACC_qHFLa0l,87,NURSE,WP KL,173,CA,1077.86
CUST_gnXvZ,CACC_ssNE2z7,15,"LIBRARIANS, ARCHIVISTS AND CURATORS",Kelantan,119,SA,1970.51
CUST_PXecB,CACC_X0FVlXq,34,ADMINISTRATIVE ASSOCIATE PROFESSION,WP Labuan,182,CA,389.55
CUST_Gbwmr,CACC_g4Hy70R,96,REAL ESTATE ACTIVITIES,WP KL,80,SA,499.09
CUST_1MQuy,CACC_nh7Vs7Q,16,ENGINEERING PROF(INCL ELECTROTECHNO,Sabah,71,SA,17916.82
CUST_d1okN,CACC_UODS6yO,42,"RECREATIONAL, CULTURAL AND SPORTING",Kelantan,175,SA,1013.85
CUST_sA5pK,CACC_0BKx0Gq,82,GENERAL WORKER,Kelantan,58,CA,1317.56
CUST_OxMgU,CACC_T4TNO5z,59,"MINING,MANUFACTURING & CONSTRUCTION PROF",Perlis,143,SA,5955.31
CUST_Dxu7a,CACC_AXYlLEJ,71,CLERICAL SUPPORT WORKERS,Terengganu,172,SA,1606.08
CUST_DHzmu,CACC_6Z3a4qN,10,SEAMSTRESS,Pulau Pinang,208,CA,380.48
CUST_cLHib,CACC_PUXNsSm,76,VOCATIONAL EDUCATION TEACHERS,Kedah,16,SA,1268.36
CUST_BHeRa,CACC_rxXFM0A,29,MFR OF WOOD&PRODS OF WOOD&CORK EXCE,Pulau Pinang,12,SA,23588.02
CUST_tzpfr,CACC_FGkdv5Q,39,CLERICAL,WP KL,122,CA,3156.8
CUST_ucfzO,CACC_o122Noj,16,DOCTOR,Negeri Sembilan,127,SA,841.51
CUST_rwkd8,CACC_SS27X14,86,RELIGIOUS PROFESSIONALS,Sarawak,149,CA,4659.73
CUST_H6QK8,CACC_Vswdngc,17,GENERAL OFFICE CLERKS,Sarawak,206,CA,1972.32
CUST_TXCZ6,CACC_l4Zu7hx,27,REAL ESTATE ACTIVITIES,WP Putrajaya,127,CA,1602.97
CUST_SS8DF,CACC_z5PF6yt,80,PILOT,Terengganu,28,SA,236.41
CUST_FFdXj,CACC_U087dgD,89,OTHERS,Negeri Sembilan,204,SA,2370.51
CUST_3B5aI,CACC_JqyYlta,84,MANAGERS,Negeri Sembilan,117,SA,1024.01
CUST_TUScq,CACC_SqVLQyS,68,HOSPITALITY & REL SERVICES PROFESSI,Sabah,146,SA,128.39
CUST_5UYWo,CACC_e7scTwz,97,"MINING,MANUFACTURING & CONSTRUCTION PROF",Sarawak,213,CA,3304.15
CUST_JLOSA,CACC_qlpwIUb,33,ACCOUNTANT,Perak,167,CA,738.71
CUST_QROzk,CACC_xFrpwbu,58,DENTIST,WP KL,204,CA,3310.14
CUST_sNd3H,CACC_tSQDszc,27,LANGUAGE TEACHERS,WP Putrajaya,190,SA,579.96
CUST_C3loU,CACC_2gPWN6x,63,ARCHITECT,WP KL,87,CA,567.6
CUST_4WCwN,CACC_Or9FoU3,90,GENERAL OFFICE CLERKS,Kedah,102,CA,684.22
CUST_UK8rI,CACC_muynk0P,97,NON-EXECUTIVE,WP KL,233,CA,509.66
CUST_ozSgx,CACC_oyRfyNb,57,DENTIST,Sarawak,105,SA,343.02
CUST_mmGOF,CACC_B7RtgKy,63,FIRE FIGHTER,Sarawak,198,SA,3696.92
CUST_Kbtzg,CACC_D9nidao,66,MANAGERS,Pulau Pinang,43,CA,1068.1
CUST_8P1b4,CACC_jvYEWmO,44,GOVERNMENT SERVANT,Pulau Pinang,28,CA,22681.98
CUST_XLEIo,CACC_HCsc5XX,14,GENERAL OFFICE CLERKS,WP KL,57,CA,713.76
CUST_u9VXp,CACC_GM2uIo7,30,NON-EXECUTIVE,WP Labuan,231,SA,2206.01
CUST_dNDjJ,CACC_Z64cT82,64,AIRCRAFT PILOTS & RELATED PROFESSIONALS,Perak,165,SA,342.94
CUST_LEFx1,CACC_fj47sgb,63,FIRE FIGHTER,WP Putrajaya,161,SA,1669.57
CUST_BWRzP,CACC_SogZO39,15,WAITER/WAITRESS,WP KL,211,CA,5568.29
CUST_Ylt5Q,CACC_7YpxoD2,14,DOCTOR,Terengganu,64,SA,970.14
CUST_lXJpG,CACC_3HGMz0k,81,ACCOUNTANT,WP Putrajaya,17,SA,346.15
CUST_XVxvh,CACC_2KEOF0f,48,CHILDREN BELOW AGE,Kelantan,158,SA,1309.16
CUST_IPwxR,CACC_AsPyU81,16,FIRE FIGHTER,Sabah,77,SA,135.41
CUST_wQysf,CACC_3fQfdKj,83,TELECOMMUNICATION,Sabah,120,SA,5922.86
CUST_5yxwe,CACC_wX62lsz,61,MOTOR VEHICLE MECHANICS AND REPAIRE,Sarawak,68,CA,884.9
CUST_jAtqG,CACC_TgsAiOY,53,RELIGIOUS TEACHERS,Pahang,102,SA,297.27
CUST_RnWQG,CACC_BVPugDv,45,BANKER,Kelantan,18,CA,3784.3
CUST_c27x4,CACC_vuaRnBL,51,TRANSPORT VIA RAILWAYS (MRS),Pulau Pinang,186,SA,24840.75
CUST_QEQ5O,CACC_tq851Ta,54,MANUFACTURE OF TEXTILES,Melaka,204,SA,11769.17
CUST_MDAWT,CACC_JbBmbQc,49,"MUSIC, ARTS AND PERFORMING ARTS TEACHERS",Terengganu,60,SA,7800.36
CUST_UOtxA,CACC_6nZui7A,58,LANDSCAPE ARCHITECTS,Kedah,210,CA,1386.49
CUST_BX07J,CACC_Y0BhhWT,94,"SKILLED AGRICULTURAL, FORESTRY, LIVESTOCK AND FISHERY WORKERS",Terengganu,183,CA,248.18
CUST_zvLLj,CACC_53Kleqg,61,COMPANY DIRECTOR,Kedah,130,CA,4535.17
CUST_bhs0J,CACC_kwUC50r,77,CRAFT AND RELATED TRADES WORKERS,Sarawak,239,CA,459.67
CUST_d0NqB,CACC_8EBZxMm,40,ACADEMICIANS,Perlis,109,CA,503.1
CUST_RB2dU,CACC_PrnUR6D,57,MFR OF WOOD&PRODS OF WOOD&CORK EXCE,Pahang,18,SA,475.73
CUST_4DXF3,CACC_zyUsKJk,97,OTHERS,Perlis,237,CA,3080.01
CUST_yq3Uz,CACC_z24UzpF,91,"RECREATIONAL, CULTURAL AND SPORTING",Sabah,21,SA,1086.62
CUST_81UEu,CACC_fPRp2j6,60,COMPANY DIRECTOR,Pulau Pinang,18,CA,646.39
CUST_VmLfg,CACC_f9LVWtp,84,RELIGIOUS PROFESSIONALS,WP KL,11,CA,7275.51
CUST_lOSNI,CACC_S4C9hvt,15,OTHERS,WP Labuan,155,CA,530.87
CUST_haG6O,CACC_1Ole2mk,37,OTH BIZ SERV N.E.C,Kelantan,124,CA,23918.8
CUST_cCqur,CACC_rCpUmnS,22,SERVICE AND SALES WORKERS,Perak,146,CA,2542.5
CUST_tPyrt,CACC_Moqzjvc,95,LANDSCAPE ARCHITECTS,Kedah,191,CA,1595.66
CUST_EjeYZ,CACC_V4uxhug,91,GOVERNMENT SERVANT,Sarawak,113,CA,8453.36
CUST_l4RdO,CACC_yiS4NHP,37,OTHERS,Kedah,237,CA,3142.97
CUST_7rxTo,CACC_YW61VAh,96,WAITER/WAITRESS,Perlis,125,SA,819.51
CUST_KRIk3,CACC_T2fP7mh,24,POLICE OFFICERS,Negeri Sembilan,104,SA,811.15
CUST_9YTMM,CACC_g70Rzdp,32,DENTIST,Perak,188,CA,761.61
CUST_7aohl,CACC_P4MWaeO,87,LANGUAGE TEACHERS,WP Putrajaya,87,CA,3381.71
CUST_jkKz9,CACC_gXZDEXN,36,FINANCIAL AND INVESTMENT ADVISERS,Melaka,99,CA,702.47
CUST_wrKKE,CACC_LkEAj5d,33,"RETAIL TRADE,EXCEPT OF MOTOR",WP KL,202,CA,958.08
CUST_C93fw,CACC_7Dd1sGD,39,SALES WORKERS NOT ELSEWHERE CLASSIF,Kelantan,68,SA,910.54
CUST_xjhtn,CACC_OPHHzqn,49,EXECUTIVE,Perak,41,SA,1259.25
CUST_YHRnb,CACC_DWqgiot,48,FIRE FIGHTER,WP Labuan,36,SA,734.74
CUST_RGP5l,CACC_cQhfZbs,62,STUDENT,Pulau Pinang,19,SA,6362.01
CUST_T7PVZ,CACC_4FxoO0i,55,DOCTOR VETERINAR,Perak,194,SA,2516.3
CUST_3Um9n,CACC_AsjeCdw,60,PERSONAL SERVICES WORKERS NOT ELWHE,WP KL,110,SA,2880.4
CUST_AIMIa,CACC_ZEodYPX,24,AUDITOR,Perlis,209,SA,1626.46
CUST_dYsXc,CACC_ZlDRqeq,67,FINANCIAL AND INVESTMENT ADVISERS,Perak,21,SA,641.6
CUST_bQhAZ,CACC_4XWbPNd,69,TECHNICIAN,Negeri Sembilan,178,SA,162.81
CUST_T090R,CACC_8WEh7AA,10,"MUSIC, ARTS AND PERFORMING ARTS TEACHERS",Negeri Sembilan,121,CA,11459.09
CUST_6vj2M,CACC_Z8gSl6F,99,FINANCIAL INTERMEDIATION,Kelantan,231,SA,2402.99
CUST_MLFgR,CACC_Th71GVN,41,ECONOMISTS,Pulau Pinang,157,SA,2007.28
CUST_QdyUp,CACC_K4Hq8Ie,95,CLERK,Pahang,218,CA,3415.6
CUST_7uOMT,CACC_g7xAkUg,48,IT SPECIALIST,Sarawak,61,CA,4101.95
CUST_CU9tp,CACC_0jFoIMo,93,"SALES, MARKETING & PUBLIC RELATIONS",Pahang,162,CA,3582.63
CUST_KOxmT,CACC_9UqL6Na,63,ELEMENTARY OCCUPATIONS,Selangor,187,SA,2470.8
CUST_Vnjaf,CACC_xqBDrgh,86,PHYSICAL & ENGINEERING SCIEN TECHNICIANS,Negeri Sembilan,155,SA,533.11
CUST_95VLn,CACC_LbSY2T0,30,CRAFT AND RELATED TRADES WORKERS,Negeri Sembilan,181,SA,2468.88
CUST_CU6gL,CACC_NcNbkck,15,BUILDING ARCHITECTS,Kedah,168,SA,4477.95
CUST_nUMqD,CACC_dQWacMH,53,SECTOR N.E.C,Kedah,207,CA,580.69
CUST_FVH7d,CACC_2V65oZ8,61,ADMINISTRATIVE ASSOCIATE PROFESSION,Kelantan,130,CA,1486.84
CUST_uidRN,CACC_Mow8pgq,32,TELECOMMUNICATION,Kedah,218,CA,8298.9
CUST_6waeS,CACC_MT1Pbqx,37,DENTIST,Melaka,174,CA,2842.93
CUST_8G3vH,CACC_wV875o3,49,SELF-EMPLOYED,WP KL,16,SA,264.2
CUST_hWtQ5,CACC_040z44w,81,CLERICAL,Melaka,96,CA,2011.04
CUST_USPjx,CACC_yHhdx1U,81,RENTING OF MACHINERY&EQUIPMENT W/O,Pahang,137,CA,1444.2
CUST_DZ7kp,CACC_0bgRQ4q,21,"MANUFACTURE OF WEARING APPAREL, DRE",Sarawak,199,SA,4777.36
CUST_BXZLa,CACC_WkTW1YL,76,OTHERS,Melaka,185,CA,9860.31
CUST_AGuPY,CACC_fRLEE49,67,COOKS,WP KL,201,CA,2232.34
CUST_tGK0f,CACC_yjHJhG0,33,"LIBRARIANS, ARCHIVISTS AND CURATORS",Negeri Sembilan,187,CA,2052.71
CUST_gP2hg,CACC_SLvDDom,39,PHARMACIST,Kedah,108,SA,3364.83
CUST_TwSOU,CACC_RH4k7m3,45,ADMINISTRATIVE ASSOCIATE PROFESSION,WP Putrajaya,199,SA,8834.5
CUST_5Sht2,CACC_H5udtRW,27,MANUFACTURE OF TOBACCO PRODUCTS,Pahang,143,CA,5328.3
CUST_RXjx3,CACC_QbsMtiI,68,"PUBLIC ADMINISTRATION & DEFENSE,",Perlis,78,CA,779.16
CUST_ppQC2,CACC_Z0Zt0q1,15,PHARMACIST,Sabah,198,SA,146.85
CUST_Nls9u,CACC_0wGxrKL,33,IT SPECIALIST,Sarawak,212,CA,5721.3
CUST_8Hk8Z,CACC_8nU2AvY,74,STUDENT,WP Labuan,38,SA,502.28
CUST_N50zX,CACC_LAMnVE9,90,RENTAL OF PERSONAL AND HOUSEHOLD GOODS,Negeri Sembilan,110,CA,1443.64
CUST_EYKG8,CACC_Bz4a1f4,84,OTHER AGRICULTURE,Selangor,8,CA,1664.21
CUST_85reZ,CACC_ZtQjmpK,84,RENTAL OF PERSONAL AND HOUSEHOLD GOODS,WP Putrajaya,109,SA,1292.99
CUST_G3Bju,CACC_U7p3irD,15,DENTISTS,Pulau Pinang,103,SA,37259.79
CUST_W9sl2,CACC_BMzxkKS,61,UNIVERSITY AND HIGHER EDUCATION TEACHER,WP KL,82,SA,36123.35
CUST_hTCyp,CACC_2NKOXXw,95,SECONDARY EDUCATION TEACHERS,Selangor,152,CA,1306.87
CUST_ZtgDZ,CACC_UMGV11J,64,CONSULTANT,Perlis,13,SA,187.04
CUST_KLRF6,CACC_iyALJEs,24,ECONOMISTS,Sarawak,72,CA,9709.13
CUST_Xhqbx,CACC_vQYzs8G,17,BUILDING ARCHITECTS,Negeri Sembilan,179,SA,4363.94
CUST_bCVRY,CACC_0tqAngl,46,BUILDING ARCHITECTS,Pulau Pinang,185,CA,6816.41
CUST_15xgd,CACC_gw1uscP,40,OPTOMETRISTS AND OPHTHALMIC OPTICIANS,Perak,118,CA,716.49
CUST_VJNNM,CACC_G5EHj4r,21,LANGUAGE TEACHERS,Selangor,176,CA,2829.4
CUST_Z7xPu,CACC_1smvhOe,61,MANUFACTURE OF OTHER NON-METALLIC,Sarawak,35,CA,3288.51
CUST_JPRes,CACC_Zb4uuuC,76,"FINANCE, INSURANCE, REAL ESTATE AND",Terengganu,184,CA,129.17
CUST_p2hoF,CACC_u4VZgIF,17,"PUBLIC ADMINISTRATION & DEFENSE,",Sarawak,153,SA,18436.73
CUST_EP6hE,CACC_6jekYqT,41,CLERICAL,Melaka,219,CA,3895.81
CUST_KdDZI,CACC_PL1aA49,22,GENERAL WORKER,Melaka,68,CA,1274.29
CUST_x415D,CACC_6oH9ruo,80,STUDENT,Selangor,163,SA,799.16
CUST_rPoPN,CACC_mUUiMIb,24,CONSULTANT,Sabah,227,CA,6900.32
CUST_uBmLs,CACC_ECRVvLw,54,CLERK,WP Putrajaya,139,SA,1160.09
CUST_FcLfw,CACC_08QQvwU,40,RELIGIOUS TEACHERS,Sarawak,31,SA,2997.05
CUST_Xh5y4,CACC_ra8iW17,53,TANNING&DRESSING OF LEATHER;MFR OF,Perlis,121,SA,17107.69
CUST_f33xk,CACC_HUICnSE,29,TEACHER/LECTURER,Kelantan,122,SA,1462.95
CUST_wYtFH,CACC_UnIAlZa,47,WAITER/WAITRESS,Kelantan,148,SA,52412.84
CUST_vFU7u,CACC_5tE9zoA,92,AUDITOR,WP Labuan,75,SA,494.64
CUST_AjvN7,CACC_kK5H886,39,SALES WORKERS NOT ELSEWHERE CLASSIF,Sarawak,194,CA,28508.02
CUST_eXqva,CACC_3SubGTz,48,SECRETARY,Sabah,102,CA,1754.81
CUST_spTEY,CACC_AvOYM4z,94,MANUFACTURE OF OTHER NON-METALLIC,Kelantan,162,CA,5398.08
CUST_rqpmz,CACC_1hABC1c,52,SECTOR N.E.C,WP Labuan,61,SA,313.88
CUST_pYp5E,CACC_DKpgqZ0,52,FINANCIAL INTERMEDIATION,Perlis,61,SA,13086.95
CUST_CBcqc,CACC_xWOnPgn,20,PHYSICAL & ENGINEERING SCIEN TECHNICIANS,Kedah,55,SA,6275.57
CUST_AuKcA,CACC_e5HTQrz,34,SERVICE MANAGER,WP Labuan,29,SA,718.11
CUST_iw0qX,CACC_Uof3v3Y,52,EDITOR/WRITER,Pahang,199,SA,660.63
CUST_Z5QqW,CACC_7hjTB9b,69,ECONOMISTS,Pulau Pinang,12,SA,4590.84
CUST_mnX4Z,CACC_CjwZc5k,37,"SKILLED AGRICULTURAL, FORESTRY, LIVESTOCK AND FISHERY WORKERS",Sarawak,181,CA,2551.69
CUST_vUIJ2,CACC_NfieVBD,53,STEWARD/STEWARDESS,WP KL,164,CA,1054.7
CUST_7XxIi,CACC_Ncw6EaE,59,OPTOMETRISTS AND OPHTHALMIC OPTICIANS,Pulau Pinang,95,CA,6160.19
CUST_00yPN,CACC_ILth0o5,14,MANUFACTURE OF TEXTILES,Kelantan,87,CA,253.21
CUST_fNLJN,CACC_q3V0yRL,44,SERVICE AND SALES WORKERS,WP Putrajaya,196,CA,686.53
CUST_fUAMD,CACC_ZZWqtiV,41,"FINANCE, INSURANCE, REAL ESTATE AND",Sarawak,80,SA,701.81
CUST_ThPFe,CACC_rawDC5j,41,CARTOGRAPHERS AND SURVEYORS,Sarawak,213,SA,1391.15
CUST_VAZHf,CACC_Lp2Mh7T,81,GOVERNMENT SERVANT,Terengganu,13,CA,2298.85
CUST_j2rZX,CACC_dRByg1k,44,TEACHER/LECTURER,Sarawak,148,SA,3036.81
CUST_PXOJ3,CACC_WADVC3z,91,SHIPS DECK OFFICERS AND PILOTS,Kedah,157,SA,1745.58
CUST_1c5Kq,CACC_Q435DRY,95,MANUFACTURE OF TEXTILES,WP Putrajaya,209,CA,2031.47
CUST_LmwNp,CACC_YwmrC0o,28,PRODUCTION AND MANUFACTURING MANAGERS,Pahang,34,CA,1594.51
CUST_qw6mA,CACC_Yb8H2Mp,54,MFR OF WOOD&PRODS OF WOOD&CORK EXCE,Pahang,117,SA,696.5
CUST_LQuwp,CACC_LN43YiD,69,GENERAL WORKER,Kelantan,130,SA,244.26
CUST_4afhb,CACC_svcO0pZ,29,OTHER SERVICE ACTIVITIES,WP KL,83,SA,3480.29
CUST_PMEIQ,CACC_sgoGmof,67,EDUCATION,Perlis,174,CA,1210.11
CUST_KuhNV,CACC_2UWzMcT,54,PERSONAL SERVICES WORKERS NOT ELWHE,WP Labuan,37,SA,100.0
CUST_nxG1P,CACC_rDIgHba,52,TEACHER/LECTURER,Sabah,75,SA,8623.75
CUST_MMC1Y,CACC_IPIGEtk,92,ACTORS,Terengganu,132,SA,1427.33
CUST_6Klv2,CACC_Znenpkw,16,TEACHER/LECTURER,WP KL,96,CA,391.27
CUST_vhh5V,CACC_QC6AZa5,53,PENSIONER,Negeri Sembilan,125,SA,3188.36
CUST_DsKLI,CACC_Lm1E4N9,82,SYSTEM ANALYSTS,Perlis,224,CA,4542.47
CUST_JUJQC,CACC_dhfNQjU,10,PROFESSIONAL GOV SOCIAL BENEFIT OFF,Perlis,50,SA,630.43
CUST_PtCWP,CACC_EaPPf2P,24,PHARMACIST,Perak,225,SA,1134.58
CUST_KvAcF,CACC_vx6D0u0,46,PROFESSIONAL POLICE INSPECTOR & DET,Perak,164,SA,2595.65
CUST_ST9yD,CACC_FxsN4BK,59,POLICE OFFICERS,Negeri Sembilan,156,SA,1929.22
CUST_Iwh3P,CACC_quWjtZo,76,"OTHER COMMUNITY, SOCIAL & PERSONAL",Sabah,144,CA,3757.73
CUST_0BlPr,CACC_2pYnMFW,65,MANUFACTURE OF TOBACCO PRODUCTS,Kelantan,112,SA,960.75
CUST_bcSdS,CACC_7xrpUq7,27,STEWARD/STEWARDESS,WP Putrajaya,19,CA,3983.89
CUST_eqguz,CACC_QgEHt3j,75,REAL ESTATE ACTIVITIES,Kelantan,176,SA,456.32
CUST_5Sn0e,CACC_Q6JyzCV,62,GENERAL OFFICE CLERKS,Melaka,83,SA,365.47
CUST_aplbF,CACC_7hUbb8Y,98,EDUCATION,Negeri Sembilan,40,SA,100.0
CUST_keEK5,CACC_7UsT7IF,41,CLERICAL,Sabah,221,SA,1374.32
CUST_8LDLv,CACC_IqjwHbF,12,AIRCRAFT PILOTS & RELATED PROFESSIONALS,Selangor,192,CA,559.78
CUST_TIkiu,CACC_FD0nHRZ,46,CONSULTANT,Pulau Pinang,145,SA,2768.11
CUST_GdPvI,CACC_TmhC4Eb,15,HOSPITALITY & REL SERVICES PROFESSI,Pulau Pinang,163,SA,912.35
