Customer_ID,Customer_Acc,Age,Stated_Occupation,Location_State,Account_Tenure_Months,Account_Type,Avg_Balance
CUST_BxtIv,CACC_gTcgNln,43,"FINANCE, INSURANCE, REAL ESTATE AND",Terengganu,123,CA,609.38
CUST_72Xsy,CACC_GkxDUx6,99,BANKER,Kedah,11,SA,3452.93
CUST_tMIJ2,CACC_v6Hr5hv,64,PENSIONER,Perak,66,CA,941.7
CUST_k5DUp,CACC_THLB9e6,71,HEALTH AND SOCIAL WORK,WP Putrajaya,66,CA,2180.36
CUST_xiak8,CACC_R34vJFH,73,"MANUFACTURE OF WEARING APPAREL, DRE",WP Putrajaya,6,CA,495.39
CUST_Q2HZ1,CACC_84oKFZd,56,GOVERNMENT SERVANT,Sabah,98,CA,2791.82
CUST_4WOe6,CACC_zGqp27u,68,HEALTH AND SOCIAL WORK,WP Labuan,227,SA,1461.5
CUST_7n7wO,CACC_B8a2RWz,57,OTHER AGRICULTURE,Pahang,150,CA,1644.63
CUST_5eFt7,CACC_2G9Vzn8,40,BANKER,Sabah,41,SA,8988.06
CUST_IzHLe,CACC_LEDReCI,65,"SALES, MARKETING & PUBLIC RELATIONS",Sarawak,203,CA,4288.52
CUST_6qydA,CACC_2jCKMXb,48,OTH BIZ SERV N.E.C,WP Putrajaya,165,SA,1980.51
CUST_1QinR,CACC_7ODUyXN,88,"PUBLIC ADMINISTRATION & DEFENSE,",Melaka,217,CA,2364.65
CUST_AatuF,CACC_RmomU1E,84,WAITER/WAITRESS,Sabah,106,CA,152.96
CUST_bKNni,CACC_edE17PT,66,PENSIONER,Kelantan,217,CA,541.79
CUST_j2tQJ,CACC_sZ7nAPu,73,AIRCRAFT PILOTS & RELATED PROFESSIONALS,Negeri Sembilan,63,CA,18648.24
CUST_rAyRe,CACC_PavMjDL,71,DENTISTS,Terengganu,58,CA,5258.81
CUST_aH3Qs,CACC_JoMRZHH,77,ENGINEER,Selangor,157,SA,4149.03
CUST_m8nVR,CACC_xaiyOND,16,LANGUAGE TEACHERS,Perlis,75,CA,2828.55
CUST_rFr4c,CACC_ehFmWdB,88,FINANCIAL AND INVESTMENT ADVISERS,Kelantan,189,SA,1623.47
CUST_gC9MO,CACC_rUFqQ1J,91,"RECREATIONAL, CULTURAL AND SPORTING",Negeri Sembilan,141,SA,1880.01
CUST_Dyc6M,CACC_s7VGYln,53,WAITER/WAITRESS,Selangor,156,SA,319.78
CUST_6VRug,CACC_bro4WuO,94,UNIVERSITY AND HIGHER EDUCATION TEACHER,Sarawak,29,SA,3785.51
CUST_7ywdP,CACC_9gysrVa,49,BANKER,Sabah,51,CA,265.56
CUST_DgpNs,CACC_A1qqrW9,77,CLERICAL,WP Labuan,179,CA,1376.18
CUST_6Pnp7,CACC_j9RxP9v,66,TEACHER/LECTURER,Perlis,38,SA,1619.64
CUST_Xz4Gv,CACC_SGQi1qO,36,CRAFT AND RELATED TRADES WORKERS,Sarawak,127,CA,1751.33
CUST_EE7fe,CACC_vLBQMxy,67,OTHER NON-SCHEDULED PASSENGER LAND,Perak,61,CA,5742.79
CUST_I3lvR,CACC_sUbo8is,63,ACCOUNTANT,WP Labuan,231,CA,1972.01
CUST_3btgv,CACC_2arfxLt,63,COOKS,Pulau Pinang,170,CA,418.45
CUST_C6bKN,CACC_zUReBiC,85,PHARMACISTS,Negeri Sembilan,112,CA,279.55
CUST_TIp8e,CACC_GEzVSGp,15,ECONOMISTS,Negeri Sembilan,21,SA,2467.72
CUST_VrC1T,CACC_u6hUTqA,23,CARTOGRAPHERS AND SURVEYORS,Kedah,73,SA,3992.82
CUST_P58CK,CACC_4Ce6kSA,45,DOCTOR,Kelantan,129,CA,3619.69
CUST_U83rk,CACC_dETAWdl,41,OTHERS,Sabah,40,CA,1009.42
CUST_rk1t3,CACC_p0Kg6wY,93,ACCOUNTANTS,Kedah,192,CA,974.38
CUST_CME90,CACC_5LxiSp7,51,STUDENT,WP KL,49,CA,385.11
CUST_mxx12,CACC_HSsYscb,12,BANKER,WP KL,198,CA,2264.45
CUST_pMnZ5,CACC_sE1sNRK,37,PILOT,WP Labuan,135,CA,2614.05
CUST_W7Mu9,CACC_1s3N8FA,27,BANKER,Negeri Sembilan,154,CA,1090.3
CUST_rOgH8,CACC_XlekcEz,67,TECHNICIAN,Kelantan,214,CA,667.64
CUST_4v7oL,CACC_CPbm3In,17,LAWYER/SOLICITOR,Kelantan,93,SA,1478.38
CUST_txgQ4,CACC_57xwEjZ,33,CLERK,Negeri Sembilan,220,SA,1146.38
CUST_uGqHq,CACC_CRH5j5B,76,LAWYER/SOLICITOR,Perlis,211,CA,2832.7
CUST_6BWIg,CACC_knxu6bK,24,HOUSEHOLD,Terengganu,17,SA,4345.58
CUST_9Kwkd,CACC_tjUiIP8,26,RENTING OF MACHINERY&EQUIPMENT W/O,Pahang,114,CA,3543.87
CUST_jimTj,CACC_tsjShh6,43,VOCATIONAL EDUCATION TEACHERS,Sarawak,154,CA,737.39
CUST_Art5f,CACC_fMcAfrw,69,DENTIST,Terengganu,189,CA,4646.21
CUST_lnjjw,CACC_OTgofMz,59,RENTAL OF PERSONAL AND HOUSEHOLD GOODS,WP Labuan,107,CA,775.7
CUST_9X3gP,CACC_X46I90o,26,IT SPECIALIST,Perak,34,SA,174.9
CUST_lGV0b,CACC_eIG87Fi,71,TELECOMMUNICATION,Selangor,210,CA,2914.48
CUST_AcQuU,CACC_Zh7EiYC,83,OTHER NON-SCHEDULED PASSENGER LAND,Melaka,184,SA,1940.22
CUST_rcTEC,CACC_KgIqmVF,56,TANNING&DRESSING OF LEATHER;MFR OF,Pulau Pinang,195,CA,1285.21
CUST_Eo327,CACC_GCj69RX,69,OTHER NON-SCHEDULED PASSENGER LAND,Melaka,235,SA,1084.63
CUST_E0n8M,CACC_9CEboKQ,45,SERVICE MANAGER,Melaka,40,SA,742.72
CUST_6mqID,CACC_X9dyWTy,52,CONSULTANT,Sabah,176,SA,1027.5
CUST_ycSfU,CACC_CWfgVsR,68,PERSONAL SERVICES WORKERS NOT ELWHE,WP Putrajaya,158,SA,2013.31
CUST_auaxJ,CACC_y7PN7Zr,27,PHARMACISTS,Sabah,216,CA,7290.11
CUST_EZn2z,CACC_vKgjd57,28,SCHEDULED AIR TRANSPORT,WP KL,171,CA,6299.79
CUST_vk3s7,CACC_ZFe9orm,63,TEACHER/LECTURER,Perak,25,CA,742.53
CUST_sxNoO,CACC_M7lMIDe,19,HOSPITALITY & REL SERVICES PROFESSI,Perak,155,CA,1943.07
CUST_JGFEQ,CACC_xlP5vw3,77,SCHEDULED AIR TRANSPORT,Pahang,207,CA,2028.88
CUST_S3IfV,CACC_GOhnpIT,19,SECONDARY EDUCATION TEACHERS,Pulau Pinang,151,CA,869.46
CUST_CNaWz,CACC_l9KWFB5,54,PROFESSIONAL POLICE INSPECTOR & DET,Pahang,17,SA,704.79
CUST_oshZa,CACC_vOVTg75,59,RELIGIOUS TEACHERS,WP Putrajaya,78,CA,1179.1
CUST_2Qc4T,CACC_mC9Zpfa,46,PRIMARY SCHOOL & EARLY CHILDHOOD TEACHERS,Pahang,94,CA,4796.37
CUST_Qnz38,CACC_oZoIyhK,48,CRAFT AND RELATED TRADES WORKERS,Pulau Pinang,16,CA,701.61
CUST_VS9QU,CACC_41DFFcj,41,SECONDARY EDUCATION TEACHERS,Negeri Sembilan,150,CA,531.44
CUST_Home6,CACC_0C4Dd38,12,CLERK,Negeri Sembilan,70,CA,657.89
CUST_ZTk0h,CACC_Ujm36R4,83,EDUCATION,Selangor,40,CA,1530.66
CUST_CSkSA,CACC_YhvIdMJ,20,MANUFACTURE OF OTHER NON-METALLIC,WP Labuan,161,CA,2565.7
CUST_6egno,CACC_edTqpbs,22,ACCOUNTANT,WP Putrajaya,178,SA,841.63
CUST_1lpdz,CACC_sgHxUWH,29,SERVICE MANAGER,Kelantan,10,CA,661.38
CUST_u1Oaz,CACC_r4aKIrB,51,HEALTH AND SOCIAL WORK,WP Labuan,240,CA,737.08
CUST_jXwSu,CACC_4KOXznM,43,"EDUCATION, HEALTH AND OTHERS",WP Putrajaya,111,CA,1259.76
CUST_GBHZR,CACC_SvdthM6,52,"RETAIL TRADE,EXCEPT OF MOTOR",Kelantan,205,SA,2313.1
CUST_Pxu3N,CACC_2vUVPd3,85,CLERICAL SUPPORT WORKERS,Kelantan,19,SA,1609.21
CUST_TvvMr,CACC_v9sW9Rx,44,WAITER/WAITRESS,Sarawak,146,CA,1639.45
CUST_L6xf2,CACC_wYzxdBt,40,(BLANK),Sabah,196,CA,1596.48
CUST_zSj1N,CACC_N8X6Wmf,98,"MINING,MANUFACTURING & CONSTRUCTION PROF",Perlis,115,CA,8036.59
CUST_bcvCf,CACC_iupaGXP,28,"RECREATIONAL, CULTURAL AND SPORTING",Perlis,192,CA,1416.35
CUST_9dPW0,CACC_sK9IRtg,50,RECEPTIONIST,Sarawak,232,CA,244.46
CUST_0Nxil,CACC_H2RlK5T,78,ARCHITECT,Selangor,33,CA,1363.28
CUST_lhkPh,CACC_FeFpj0c,24,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,WP KL,231,CA,8536.57
CUST_pdPf6,CACC_MzFsEDC,82,DENTISTS,Sabah,41,SA,427.8
CUST_ye3IS,CACC_DK0Zo2v,45,HEALTH AND SOCIAL WORK,Kelantan,200,SA,128.79
CUST_fe0VZ,CACC_3X5KeeT,96,LAWYER/SOLICITOR,WP Labuan,56,CA,1881.49
CUST_diOTm,CACC_Rvd8O0e,17,LANDSCAPE ARCHITECTS,Negeri Sembilan,37,SA,2090.04
CUST_wPmAL,CACC_uAWfE8f,40,ACTORS,Selangor,165,CA,1277.69
CUST_JCfz3,CACC_jDmnlsi,73,PRODUCTION AND MANUFACTURING MANAGERS,Melaka,23,SA,100.0
CUST_bTSD6,CACC_FNcWCUw,32,OTH BIZ SERV N.E.C,Pulau Pinang,8,CA,3265.6
CUST_yZ8wB,CACC_TsD9Kx0,55,MOTOR VEHICLE MECHANICS AND REPAIRE,WP Labuan,178,SA,4786.96
CUST_YS1NZ,CACC_fYXlU9L,45,"MUSIC, ARTS AND PERFORMING ARTS TEACHERS",Perlis,171,SA,1384.02
CUST_UuOuH,CACC_rG1mCGL,96,IT SPECIALIST,Pahang,70,CA,513.33
CUST_M1lWB,CACC_VXHlo9W,34,TANNING&DRESSING OF LEATHER;MFR OF,Pulau Pinang,153,SA,2653.04
CUST_2TmIw,CACC_CrMcEqd,69,HEALTH AND SOCIAL WORK,Kedah,142,SA,221.28
CUST_pQshN,CACC_GUBsADJ,39,PRIMARY SCHOOL & EARLY CHILDHOOD TEACHERS,Terengganu,36,SA,1886.28
CUST_iFYI8,CACC_kyXJOZv,48,RECEPTIONIST,Pulau Pinang,60,CA,1140.85
CUST_GpGnX,CACC_Wlr5Ryz,99,REAL ESTATE ACTIVITIES,Sarawak,74,SA,3755.34
CUST_wSyre,CACC_1FqwCZg,28,TELECOMMUNICATION,Terengganu,69,CA,6038.83
CUST_GFu8R,CACC_PqfIpNH,51,AIRCRAFT PILOTS & RELATED PROFESSIONALS,Perlis,157,CA,999.95
CUST_esgO7,CACC_E4sGPW7,56,OTHERS,WP Labuan,32,SA,6551.65
CUST_zXC27,CACC_XLQIlgW,68,EXTRA-TERRITORIAL ORGANISATIONS AND,Kedah,101,SA,3591.42
CUST_x17DQ,CACC_cfwsrJq,81,FIRE FIGHTER,Selangor,25,CA,1388.36
CUST_u1zak,CACC_KkMxwD6,81,DOCTOR VETERINAR,Perak,23,SA,924.22
CUST_G5o4W,CACC_3aVU7cd,67,POLICE OFFICERS,Selangor,94,CA,1230.85
CUST_9e8cl,CACC_h7GgJ1g,93,HOUSEHOLD,Melaka,153,CA,1827.78
CUST_XTNIo,CACC_vYRJpyh,48,CARTOGRAPHERS AND SURVEYORS,WP Labuan,238,CA,1857.72
CUST_d2ny9,CACC_GlgRoGe,47,NURSE,Terengganu,227,SA,4492.85
CUST_rU790,CACC_2yvsnoY,89,TRANSPORT VIA RAILWAYS (MRS),Terengganu,180,CA,243.7
CUST_4k6GO,CACC_6qoZihM,60,HOTELS AND RESTAURANTS,Pahang,85,SA,2369.04
CUST_pdlOe,CACC_iPKg6c3,86,AIRCRAFT PILOTS & RELATED PROFESSIONALS,WP Labuan,102,SA,767.97
CUST_ITjCv,CACC_5G9FHvq,94,PHARMACISTS,Selangor,40,SA,9720.55
CUST_9l5Y8,CACC_hIWeE3O,70,SEAMSTRESS,Perak,148,SA,816.7
CUST_vCWlF,CACC_1nAAJpg,53,COMPANY DIRECTOR,Perlis,86,CA,897.05
CUST_BquOP,CACC_ZnkiCau,63,DENTIST,Sabah,217,SA,111.77
CUST_jiQbK,CACC_aJe7ctb,91,MEDICAL DOCTOR,WP KL,176,SA,5436.44
CUST_I34Sm,CACC_kDgoMWk,93,TEACHER/LECTURER,WP Putrajaya,197,SA,3758.73
CUST_CjW4t,CACC_oB2eJ24,54,MANUFACTURE OF TEXTILES,Terengganu,76,SA,321.25
CUST_95qW4,CACC_5AUijsf,11,ENGINEERING PROF(INCL ELECTROTECHNO,Sarawak,168,SA,3150.36
CUST_bRTqf,CACC_IYzl1fe,95,BUILDING ARCHITECTS,Melaka,99,SA,4688.04
CUST_VZ2aS,CACC_GYvSdo5,83,SECTOR N.E.C,Melaka,163,CA,620.59
CUST_YGwJX,CACC_ZCwmhLD,15,EXTRA-TERRITORIAL ORGANISATIONS AND,Sarawak,192,SA,149.97
CUST_YAPwv,CACC_fBwyOxn,89,EXTRA-TERRITORIAL ORGANISATIONS AND,Kelantan,157,CA,2202.49
CUST_Q28dS,CACC_YPjaDln,70,PILOT,Sabah,164,CA,3105.41
CUST_ca7dq,CACC_hD6pOD6,37,PRIMARY SCHOOL & EARLY CHILDHOOD TEACHERS,Terengganu,8,CA,3349.11
CUST_3CumS,CACC_Rdh3Qkq,11,AUDITOR,WP Putrajaya,25,CA,1612.77
CUST_wyJ4U,CACC_SWpMhEJ,79,MANUFACTURE OF TOBACCO PRODUCTS,Sarawak,179,SA,3957.1
CUST_I53aI,CACC_IfAFgi1,97,PERSONAL SERVICES WORKERS NOT ELWHE,Pahang,51,CA,4576.17
CUST_b934c,CACC_osPciXd,49,TEACHER/LECTURER,Sarawak,217,SA,649.03
CUST_5aDQ0,CACC_IhAUHHK,58,"PLANT AND MACHINE OPERATORS, AND ASSEMBLERS",Pahang,198,CA,151.57
CUST_tgs89,CACC_k7rQ5Id,23,SECRETARY,WP Labuan,198,CA,18024.68
CUST_QVHgC,CACC_mjk4wQj,82,SHIPS DECK OFFICERS AND PILOTS,Terengganu,24,CA,1553.14
CUST_1EkhN,CACC_V8k6d0m,92,VOCATIONAL EDUCATION TEACHERS,Pulau Pinang,14,CA,2406.96
CUST_ILT2X,CACC_zy8f0an,82,"FORESTRY, LOGGING AND RELATED SERVI",Kedah,43,SA,431.8
CUST_dRvAK,CACC_d4uqsTb,89,CONSULTANT,Selangor,24,SA,816.86
CUST_WXpYj,CACC_ALh7vZ8,34,AUDITOR,Perak,25,CA,4337.72
CUST_8nJ9C,CACC_UuD4q6z,84,PHYSICAL & ENGINEERING SCIEN TECHNICIANS,Negeri Sembilan,62,CA,1295.92
CUST_pDakh,CACC_eNG9ckj,43,"RECREATIONAL, CULTURAL AND SPORTING",Pulau Pinang,102,SA,286.09
CUST_TrpBq,CACC_xQ4BL61,77,BANKER,Negeri Sembilan,120,SA,204.49
CUST_FkFHK,CACC_LF7xfWL,95,MOTOR VEHICLE MECHANICS AND REPAIRE,Sarawak,116,CA,9395.52
CUST_neSTD,CACC_2Ky8CmE,84,BUILDING ARCHITECTS,Kedah,187,SA,1323.31
CUST_5e5pg,CACC_WSmtCZC,45,MOTOR VEHICLE MECHANICS AND REPAIRE,Sabah,34,SA,375.43
CUST_AA4CQ,CACC_Ikg09uc,14,SEAMSTRESS,Selangor,56,SA,1317.33
CUST_YVcuK,CACC_7DJpJwt,48,COOKS,WP Putrajaya,192,SA,1917.85
CUST_IkCPr,CACC_Z96F21G,44,PILOT,Kedah,18,SA,7464.12
CUST_7RvqJ,CACC_RmdOMiz,47,RECEPTIONIST,Sabah,100,SA,192.73
CUST_bu8wI,CACC_Ey0jP2b,36,(BLANK),Pahang,71,CA,174.58
CUST_pBWKo,CACC_9wPfBZR,55,OTHER SERVICE ACTIVITIES,Sabah,134,SA,3622.66
CUST_E6xsz,CACC_DNAxVWl,48,"EDUCATION, HEALTH AND OTHERS",WP Putrajaya,83,SA,838.63
CUST_hX4eH,CACC_R0fiqMF,49,SEAMSTRESS,Kelantan,174,SA,5991.92
CUST_FI1Gu,CACC_xTSgf1k,97,"OTHER COMMUNITY, SOCIAL & PERSONAL",Pahang,61,SA,2134.59
CUST_C1v97,CACC_Euft2kA,87,RENTAL OF PERSONAL AND HOUSEHOLD GOODS,Perak,142,SA,801.17
CUST_gMtnE,CACC_hw2Rgzk,47,CLERICAL,Kedah,167,SA,262.62
CUST_lwpVg,CACC_QNko9OR,24,PILOT,Sarawak,82,SA,268.48
CUST_rdXjF,CACC_K6MK16y,19,"RETAIL TRADE,EXCEPT OF MOTOR",Pahang,7,SA,261.47
CUST_QoEL2,CACC_k9L325D,19,RELIGIOUS PROFESSIONALS,Kelantan,19,SA,742.67
CUST_r06Iz,CACC_CXSOsHy,88,MANUFACTURE OF TEXTILES,Kelantan,145,SA,1250.58
CUST_XWd9A,CACC_fTiA4c8,23,HOSPITALITY & REL SERVICES PROFESSI,Sabah,192,CA,306.76
CUST_nJaDD,CACC_vs3rkHv,30,GENERAL OFFICE CLERKS,Sabah,143,CA,1504.57
CUST_iqesf,CACC_VNQyXsW,57,BANKER,Perlis,180,SA,519.44
CUST_15Bvt,CACC_ZTDz0Ek,59,MANAGING DIRECTORS AND CHIEF EXECUTIVES,Selangor,196,CA,665.99
CUST_s8cGS,CACC_IVnMf9Q,89,CRAFT AND RELATED TRADES WORKERS,Terengganu,42,CA,1344.26
CUST_1kjfP,CACC_5YA4C2Q,16,PHYSICAL & ENGINEERING SCIEN TECHNICIANS,Terengganu,133,CA,1870.53
CUST_SNo1P,CACC_3ZFT2yt,45,PHARMACIST,Sabah,191,SA,21341.61
CUST_f76hM,CACC_ZfpTCy6,17,"SALES, MARKETING & PUBLIC RELATIONS",Perak,184,SA,3610.11
CUST_VTZOb,CACC_QDswRYY,11,"MINING,MANUFACTURING & CONSTRUCTION PROF",Perak,227,CA,19037.1
CUST_xYLV2,CACC_P0puugl,16,"LIBRARIANS, ARCHIVISTS AND CURATORS",Sabah,29,SA,100.0
CUST_fTEAM,CACC_ONlaGFo,94,SHIP ENGINEER,Sarawak,80,SA,2023.05
CUST_FKILW,CACC_CysnK1A,99,"RECREATIONAL, CULTURAL AND SPORTING",Negeri Sembilan,51,SA,146.21
CUST_ycDed,CACC_U3VPpmm,55,"SALES, MARKETING & PUBLIC RELATIONS",Negeri Sembilan,32,CA,2774.34
CUST_jZtxi,CACC_GAOREwW,76,MEDICAL DOCTOR,Kedah,37,CA,625.4
CUST_db7ot,CACC_Hcmk6dX,94,FINANCIAL AND INVESTMENT ADVISERS,Selangor,11,CA,3811.45
CUST_DZ5E8,CACC_1AA3kK7,60,TRANSPORT VIA RAILWAYS (MRS),Sabah,52,CA,9158.17
CUST_Hg9mq,CACC_Mh9FMsA,28,PILOT,Kedah,106,CA,2683.97
CUST_YPRvB,CACC_IQzYCgm,51,EXECUTIVE,WP Labuan,207,SA,1363.83
CUST_7Ta7b,CACC_1o5ArxM,76,RELIGIOUS TEACHERS,WP Labuan,219,CA,1149.47
CUST_fX3Ts,CACC_HN9Xv87,11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Sabah,223,SA,531.3
CUST_sGuQy,CACC_hL09fyD,34,EDUCATION,Pahang,93,CA,2934.34
CUST_ThNV0,CACC_iBUzL5S,66,LAWYER/SOLICITOR,Terengganu,193,CA,396.77
CUST_VjQX2,CACC_OLkGA1R,20,PROFESSIONAL POLICE INSPECTOR & DET,Perlis,112,CA,6090.06
CUST_J1AdQ,CACC_niXhOI4,65,PROFESSIONAL POLICE INSPECTOR & DET,WP Putrajaya,218,SA,580.05
CUST_xgOm4,CACC_2f6MCZM,96,SERVICE AND SALES WORKERS,Selangor,187,CA,2823.63
CUST_Ci3BB,CACC_5lrRTdN,49,SCHEDULED AIR TRANSPORT,Sarawak,210,CA,3298.87
CUST_wamtz,CACC_5GxrtAe,96,ECONOMISTS,Negeri Sembilan,119,SA,1395.0
CUST_5UxzJ,CACC_BCJtYqF,64,AIRCRAFT PILOTS & RELATED PROFESSIONALS,WP Putrajaya,80,SA,100.0
CUST_dVnjz,CACC_BNjj3pA,54,"MUSIC, ARTS AND PERFORMING ARTS TEACHERS",WP Labuan,194,CA,26547.43
CUST_GN0Vv,CACC_Ce6PBRD,65,ADMINISTRATIVE ASSOCIATE PROFESSION,Negeri Sembilan,143,CA,5426.53
CUST_o55t8,CACC_tE7jAmP,58,PROFESSIONAL POLICE INSPECTOR & DET,Kedah,108,CA,574.46
CUST_GNwZC,CACC_uhIiPn6,38,AIRCRAFT PILOTS & RELATED PROFESSIONALS,Kedah,101,SA,2108.27
CUST_E5FdL,CACC_BVksTeL,75,ENGINEERING PROF(INCL ELECTROTECHNO,WP KL,47,SA,3190.03
CUST_U9R6z,CACC_deVacJU,88,ACTORS,Kedah,177,CA,3744.83
CUST_om2rz,CACC_xoZUVWR,37,DENTISTS,Pahang,87,SA,155.74
CUST_UGBv6,CACC_qDiQT5z,76,BUILDING ARCHITECTS,Selangor,221,SA,473.09
CUST_jG9yW,CACC_P87aOxm,91,"MINING,MANUFACTURING & CONSTRUCTION PROF",Selangor,38,SA,2283.83
CUST_WMwVN,CACC_77eSKml,65,ARCHITECT,Perlis,166,SA,5322.55
CUST_xuCm8,CACC_igliY9E,83,"PUBLIC ADMINISTRATION & DEFENSE,",Negeri Sembilan,148,SA,2857.88
CUST_5SBPh,CACC_WP4ipuZ,76,REAL ESTATE ACTIVITIES,Sabah,75,SA,856.74
CUST_OEbfd,CACC_QQ5SwPG,15,"OTHER COMMUNITY, SOCIAL & PERSONAL",WP KL,112,SA,1380.17
CUST_7CG5j,CACC_mVzoPoA,31,MEDICAL DOCTOR,Sarawak,178,CA,4079.41
CUST_4yaNa,CACC_knVGlrQ,67,DENTISTS,Perlis,6,CA,798.21
CUST_Xzz2c,CACC_Uexmlar,88,MANUFACTURE OF TEXTILES,Perak,203,SA,198.67
CUST_x2QaP,CACC_WtpAuLL,58,"OTHER COMMUNITY, SOCIAL & PERSONAL",WP Putrajaya,39,CA,2203.38
CUST_vRsqL,CACC_jhFv16F,26,TANNING&DRESSING OF LEATHER;MFR OF,Pahang,152,CA,1424.58
CUST_NmMIg,CACC_LLwghIJ,45,MANUFACTURE OF TOBACCO PRODUCTS,Perak,36,SA,11858.6
CUST_WyYdG,CACC_pDu2W3r,10,RELIGIOUS TEACHERS,Terengganu,170,CA,4836.85
CUST_qyF2h,CACC_mDmcXwP,15,CHILDREN BELOW AGE,Sarawak,36,SA,217.0
CUST_p5dHL,CACC_fktxvkB,57,SHIP ENGINEER,WP KL,201,CA,3991.39
CUST_amPZG,CACC_MA81ZAU,49,ENGINEERING PROF(INCL ELECTROTECHNO,Terengganu,240,SA,11190.22
CUST_1zEij,CACC_GJjsMeE,19,HOSPITALITY & REL SERVICES PROFESSI,Selangor,182,SA,412.78
CUST_LV1Dz,CACC_6GIqd9h,68,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Pahang,46,CA,1287.4
CUST_H3Egf,CACC_D0fHHrm,47,"MANUFACTURE OF WEARING APPAREL, DRE",Kedah,12,SA,1739.16
CUST_WPXlS,CACC_VRpD4iP,78,WAITER/WAITRESS,Kedah,53,CA,3721.2
CUST_EtLXy,CACC_lqG8Fsn,47,"RETAIL TRADE,EXCEPT OF MOTOR",WP Labuan,21,SA,452.52
CUST_Oxyi1,CACC_zgLa3M9,26,MANUFACTURE OF TEXTILES,Terengganu,51,CA,1585.81
CUST_IW7D2,CACC_quR6PfC,89,LANDSCAPE ARCHITECTS,Melaka,161,CA,3283.38
CUST_bf5UA,CACC_a5xDDus,60,EXECUTIVE,Pahang,205,CA,2468.23
CUST_Mctzk,CACC_eXCQNDu,41,HOTELS AND RESTAURANTS,Negeri Sembilan,144,CA,2471.94
CUST_qtTNw,CACC_NLV7cQf,41,MANUFACTURE OF TEXTILES,Perak,143,CA,1055.18
CUST_dbY7Q,CACC_xsgTd0L,62,ARCHITECT,Terengganu,39,SA,466.09
CUST_L5Va1,CACC_aM3olEb,51,OTHERS,Selangor,62,CA,1755.72
CUST_xtRMA,CACC_VBH81iw,54,RENTING OF MACHINERY&EQUIPMENT W/O,WP Labuan,23,CA,2979.94
CUST_Hxysl,CACC_dBw37VM,68,PRIMARY SCHOOL & EARLY CHILDHOOD TEACHERS,Kedah,198,SA,138.45
CUST_ZfhIN,CACC_S0bsM72,52,PHYSICAL & ENGINEERING SCIEN TECHNICIANS,WP Putrajaya,195,SA,275.45
CUST_QmWpz,CACC_eCi1N7W,71,"LIBRARIANS, ARCHIVISTS AND CURATORS",Melaka,14,SA,1705.76
CUST_rnSGQ,CACC_hqTNP7n,99,PENSIONER,Perak,112,CA,6624.5
CUST_YEBwb,CACC_KV5c9KH,60,SYSTEM ANALYSTS,WP Putrajaya,114,CA,1978.12
CUST_hTLFs,CACC_nKi2ycD,67,HOTELS AND RESTAURANTS,WP Labuan,135,SA,2881.15
CUST_ghTYS,CACC_c6Vc6JP,54,OTHER SERVICE ACTIVITIES,Pulau Pinang,188,CA,698.9
CUST_Wd29P,CACC_CBbmDfY,93,BANKER,Perak,143,CA,6553.71
CUST_dULYn,CACC_k7Rri24,73,PHARMACISTS,Selangor,158,SA,159.34
CUST_O2xFQ,CACC_OjMSLEc,38,BUILDING ARCHITECTS,Negeri Sembilan,72,SA,601.39
CUST_xQK8q,CACC_erNaYsL,54,"RETAIL TRADE,EXCEPT OF MOTOR",Melaka,33,SA,1092.72
CUST_2aChS,CACC_kIxqofN,94,PERSONAL SERVICES WORKERS NOT ELWHE,Pulau Pinang,223,CA,1150.68
CUST_HvWjj,CACC_zmaitXK,53,OPTOMETRISTS AND OPHTHALMIC OPTICIANS,Kelantan,45,SA,836.76
CUST_zHNqw,CACC_t1f2kdn,48,BANKER,WP KL,231,SA,5804.54
CUST_AmPO2,CACC_bxWlp3M,60,"MANUFACTURE OF WEARING APPAREL, DRE",Perak,205,CA,1591.53
CUST_hY3NO,CACC_FbAfNYl,71,TEACHER/LECTURER,Melaka,79,SA,1454.49
CUST_2IEn8,CACC_zjBjcbe,60,PROFESSIONAL GOV SOCIAL BENEFIT OFF,Melaka,22,CA,35943.86
CUST_Zfwag,CACC_8uqWJ5i,16,LAWYER/SOLICITOR,Kelantan,236,SA,6317.32
CUST_wdBno,CACC_OsOquIS,24,"RECREATIONAL, CULTURAL AND SPORTING",Negeri Sembilan,156,CA,4701.38
CUST_F2sQ2,CACC_ryLADhw,92,REAL ESTATE ACTIVITIES,Selangor,153,CA,969.47
CUST_AMDqf,CACC_vJ4s4oV,66,BANKER,Melaka,28,SA,724.4
CUST_FGEm5,CACC_eJfdkag,39,ECONOMISTS,Selangor,78,CA,675.53
CUST_qXPde,CACC_xhro0AX,74,"FORESTRY, LOGGING AND RELATED SERVI",Perak,99,SA,1073.53
CUST_7GNwK,CACC_e686IJK,79,CLERICAL,Perak,198,CA,889.92
CUST_6eX8h,CACC_LnvzAGm,76,PROFESSIONAL POLICE INSPECTOR & DET,Pulau Pinang,182,SA,3338.62
CUST_5WuIt,CACC_tPD9EdA,47,SHIP ENGINEER,Perlis,61,CA,3375.64
